,id,code,name,population,prevalence,incidence_7,prevalence_100k,incidence_7_100k,country
366,PL-t3208,t3208,kołobrzeski,79384,,138,,173.83855688803789,Poland
367,PL-t3209,t3209,koszaliński,66398,,115,,173.19798789120154,Poland
368,PL-t3210,t3210,myśliborski,65421,,139,,212.47000198712954,Poland
369,PL-t3211,t3211,policki,81229,,369,,454.2712578020166,Poland
370,PL-t3212,t3212,pyrzycki,39245,,103,,262.4538157727099,Poland
371,PL-t3213,t3213,sławieński,55980,,162,,289.3890675241157,Poland
372,PL-t3214,t3214,stargardzki,120293,,257,,213.64501675076687,Poland
373,PL-t3215,t3215,szczecinecki,77362,,142,,183.55264858716166,Poland
374,PL-t3216,t3216,świdwiński,46587,,60,,128.7912937085453,Poland
375,PL-t3217,t3217,wałecki,52632,,87,,165.29867761057912,Poland
376,PL-t3218,t3218,łobeski,36513,,62,,169.80253608303892,Poland
377,PL-t3261,t3261,Koszalin,106861,,176,,164.6999373017284,Poland
378,PL-t3262,t3262,Szczecin,400844,,1677,,418.36724511281193,Poland
379,PL-t3263,t3263,Świnoujście,40915,,113,,276.18232921911283,Poland
